FA-DOMID,FA-PDBID,FA-PDBREG,FA-UNIID,FA-UNIREG,SF-DOMID,SF-PDBID,SF-PDBREG,SF-UNIID,SF-UNIREG,SCOPCLA,TP,CL,CF,SF,FA
8065295.0,5BUZ,C:188-225,G0S236,188-225,8065296.0,5BUZ,C:188-225,G0S236,188-225,"TP=3,CL=1000000,CF=2000962,SF=3001549,FA=4003812",3.0,1000000.0,2000962.0,3001549.0,4003812.0
8067011.0,4WY4,B:170-227,P56962,170-227,8067012.0,4WY4,B:170-227,P56962,170-227,"TP=3,CL=1000000,CF=2000962,SF=3001549,FA=4003812",3.0,1000000.0,2000962.0,3001549.0,4003812.0
8067891.0,2NPS,C:115-190,Q9JI51,122-197,8067892.0,2NPS,C:115-190,Q9JI51,122-197,"TP=3,CL=1000000,CF=2000962,SF=3001549,FA=4003812",3.0,1000000.0,2000962.0,3001549.0,4003812.0
8079900.0,2NPS,A:50-112,O70480,49-111,8079901.0,2NPS,A:50-112,O70480,49-111,"TP=3,CL=1000000,CF=2000962,SF=3001549,FA=4003812",3.0,1000000.0,2000962.0,3001549.0,4003812.0
8079902.0,5KJ7,A:27-89,P63025,14-76,8079903.0,5KJ7,A:27-89,P63025,14-76,"TP=3,CL=1000000,CF=2000962,SF=3001549,FA=4003812",3.0,1000000.0,2000962.0,3001549.0,4003812.0
8079904.0,4WY4,A:11-74,Q9BV40,11-74,8079905.0,4WY4,A:11-74,Q9BV40,11-74,"TP=3,CL=1000000,CF=2000962,SF=3001549,FA=4003812",3.0,1000000.0,2000962.0,3001549.0,4003812.0
8079906.0,3RK2,A:31-60,P63027,31-60,8079907.0,3RK2,A:31-60,P63027,31-60,"TP=3,CL=1000000,CF=2000962,SF=3001549,FA=4003812",3.0,1000000.0,2000962.0,3001549.0,4003812.0
8082564.0,2NPS,D:170-232,O43752,170-232,8082565.0,2NPS,D:170-232,O43752,170-232,"TP=3,CL=1000000,CF=2000962,SF=3001549,FA=4003812",3.0,1000000.0,2000962.0,3001549.0,4003812.0
8082566.0,4WY4,D:194-258,O95721,194-258,8082567.0,4WY4,D:194-258,O95721,194-258,"TP=3,CL=1000000,CF=2000962,SF=3001549,FA=4003812",3.0,1000000.0,2000962.0,3001549.0,4003812.0
8082798.0,3RK3,E:26-73,O14810,26-73,8082799.0,3RK3,E:26-73,O14810,26-73,"TP=3,CL=1000000,CF=2000962,SF=3001549,FA=4003812",3.0,1000000.0,2000962.0,3001549.0,4003812.0
8089357.0,3ZYM,C:1014-1039,O70404,14-39,8089358.0,3ZYM,C:1014-1039,O70404,14-39,"TP=3,CL=1000000,CF=2000962,SF=3001549,FA=4003812",3.0,1000000.0,2000962.0,3001549.0,4003812.0
8020925.0,2OZB,B:85-333,Q8WWY3,85-333,8033305.0,2OZB,B:85-333,Q8WWY3,85-333,"TP=1,CL=1000000,CF=2000954,SF=3001551,FA=4003814",1.0,1000000.0,2000954.0,3001551.0,4003814.0
8021208.0,1NT2,B:12-267,O28191,4-259,8033588.0,1NT2,B:12-267,O28191,4-259,"TP=1,CL=1000000,CF=2000954,SF=3001551,FA=4003814",1.0,1000000.0,2000954.0,3001551.0,4003814.0
8021561.0,1IG4,A:1-75,Q9UIS9,1-75,8033941.0,1IG4,A:1-75,Q9UIS9,1-75,"TP=1,CL=1000003,CF=2000174,SF=3000183,FA=4000938",1.0,1000003.0,2000174.0,3000183.0,4000938.0
8021977.0,1BB8,A:3-73,P22886,3-73,8034357.0,1BB8,A:3-73,P22886,3-73,"TP=1,CL=1000003,CF=2000174,SF=3000183,FA=4000935",1.0,1000003.0,2000174.0,3000183.0,4000935.0
8021979.0,1GCC,A:144-206,O80337,146-208,8034359.0,1GCC,A:144-206,O80337,146-208,"TP=1,CL=1000003,CF=2000174,SF=3000183,FA=4000937",1.0,1000003.0,2000174.0,3000183.0,4000937.0
8021982.0,1QK9,A:1-92,P51608,77-168,8034362.0,1QK9,A:1-92,P51608,77-168,"TP=1,CL=1000003,CF=2000174,SF=3000183,FA=4000938",1.0,1000003.0,2000174.0,3000183.0,4000938.0
8022701.0,1Z1B,A:11-59,P03700,11-59,8035081.0,1Z1B,A:11-59,P03700,11-59,"TP=1,CL=1000003,CF=2000174,SF=3000183,FA=4002502",1.0,1000003.0,2000174.0,3000183.0,4002502.0
8029320.0,1UB1,A:72-196,O42403,72-196,8041699.0,1UB1,A:72-196,O42403,72-196,"TP=1,CL=1000003,CF=2000174,SF=3000183,FA=4000938",1.0,1000003.0,2000174.0,3000183.0,4000938.0
8081854.0,6C1A,B:148-215,Q9UBB5,148-215,8081855.0,6C1A,B:148-215,Q9UBB5,148-215,"TP=1,CL=1000003,CF=2000174,SF=3000183,FA=4000938",1.0,1000003.0,2000174.0,3000183.0,4000938.0
8081856.0,2KY8,A:3-72,Q5EFL0,2-71,8081857.0,2KY8,A:3-72,Q5EFL0,2-71,"TP=1,CL=1000003,CF=2000174,SF=3000183,FA=4000938",1.0,1000003.0,2000174.0,3000183.0,4000938.0
8081858.0,6CC8,A:1-71,O95983,1-71,8081859.0,6CC8,A:1-71,O95983,1-71,"TP=1,CL=1000003,CF=2000174,SF=3000183,FA=4000938",1.0,1000003.0,2000174.0,3000183.0,4000938.0
8045488.0,2BN8,A:21-87,P0AE60,14-80,8090805.0,2BN8,A:21-87,P0AE60,14-80,"TP=1,CL=1000003,CF=2000174,SF=3000183,FA=4004492",1.0,1000003.0,2000174.0,3000183.0,4004492.0
8026128.0,1Q8D,A:239-346,Q62997,239-346,8038507.0,1Q8D,A:239-346,Q62997,239-346,"TP=1,CL=1000000,CF=2000173,SF=3000184,FA=4001643",1.0,1000000.0,2000173.0,3000184.0,4001643.0
8020664.0,1N5U,A:2-196,P02768,26-220,8033044.0,1N5U,A:2-196,P02768,26-220,"TP=1,CL=1000000,CF=2000955,SF=3001552,FA=4001428",1.0,1000000.0,2000955.0,3001552.0,4001428.0
8020665.0,1N5U,A:197-388,P02768,221-412,8033045.0,1N5U,A:197-388,P02768,221-412,"TP=1,CL=1000000,CF=2000955,SF=3001552,FA=4001428",1.0,1000000.0,2000955.0,3001552.0,4001428.0
8020667.0,1N5U,A:389-584,P02768,413-608,8033047.0,1N5U,A:389-584,P02768,413-608,"TP=1,CL=1000000,CF=2000955,SF=3001552,FA=4001428",1.0,1000000.0,2000955.0,3001552.0,4001428.0
8031038.0,1MA9,A:1-198,P02774,17-214,8043416.0,1MA9,A:1-198,P02774,17-214,"TP=1,CL=1000000,CF=2000955,SF=3001552,FA=4001428",1.0,1000000.0,2000955.0,3001552.0,4001428.0
8031039.0,1MA9,A:199-386,P02774,215-402,8043417.0,1MA9,A:199-386,P02774,215-402,"TP=1,CL=1000000,CF=2000955,SF=3001552,FA=4001428",1.0,1000000.0,2000955.0,3001552.0,4001428.0
8031040.0,1MA9,A:387-458,P02774,403-474,8043418.0,1MA9,A:387-458,P02774,403-474,"TP=1,CL=1000000,CF=2000955,SF=3001552,FA=4001428",1.0,1000000.0,2000955.0,3001552.0,4001428.0
8025757.0,1EHS,A:1-48,P22542,24-71,8038136.0,1EHS,A:1-48,P22542,24-71,"TP=1,CL=1000004,CF=2000175,SF=3000185,FA=4003028",1.0,1000004.0,2000175.0,3000185.0,4003028.0
8031230.0,1WJ9,A:1-87,Q53WG9,1-87,8043608.0,1WJ9,A:1-87,Q53WG9,1-87,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4003815",1.0,1000003.0,2000014.0,3001554.0,4003815.0
8031231.0,1WJ9,A:88-211,Q53WG9,88-211,8043609.0,1WJ9,A:88-211,Q53WG9,88-211,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4003815",1.0,1000003.0,2000014.0,3001554.0,4003815.0
8044715.0,5H9F,G:2-362,Q46899,2-362,8052153.0,5H9F,"G:2-61,G:157-326",Q46899,"2-61,157-326","TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004096",1.0,1000003.0,2000014.0,3001554.0,4004096.0
8045426.0,5H9F,J:1-219,Q46898,1-219,8052154.0,5H9F,J:1-165,Q46898,1-165,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004469",1.0,1000003.0,2000014.0,3001554.0,4004469.0
8044857.0,4W8Z,A:1-336,Q8U1S5,1-336,8052155.0,4W8Z,A:1-167,Q8U1S5,1-167,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8044857.0,4W8Z,A:1-336,Q8U1S5,1-336,8052156.0,4W8Z,A:212-336,Q8U1S5,212-336,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8044858.0,3X1L,D:1-347,O28416,1-347,8052157.0,3X1L,D:1-347,O28416,1-347,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8044865.0,3X1L,H:5-338,O28418,5-338,8052158.0,3X1L,H:98-338,O28418,98-338,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8044859.0,4L6U,B:1-328,O28411,1-328,8052159.0,4L6U,B:1-161,O28411,1-161,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8044859.0,4L6U,B:1-328,O28411,1-328,8052160.0,4L6U,B:206-328,O28411,206-328,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8044860.0,4QTS,A:1-251,Q59062,1-251,8052161.0,4QTS,A:1-251,Q59062,1-251,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8044864.0,4QTS,C:4-210,Q59063,4-210,8052162.0,4QTS,C:4-210,Q59063,4-210,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8044861.0,4N0L,A:3-279,Q8TVS2,3-279,8052167.0,4N0L,A:3-279,Q8TVS2,3-279,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8044862.0,4W8W,A:2-287,Q8U1S9,2-287,8052168.0,4W8W,A:2-287,Q8U1S9,2-287,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8044863.0,4W8V,A:102-340,Q8U1T1,102-340,8052170.0,4W8V,A:102-340,Q8U1T1,102-340,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8045236.0,4AL7,A:1-187,Q02MM2,1-187,8052171.0,4AL7,A:1-92,Q02MM2,1-92,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004366",1.0,1000003.0,2000014.0,3001554.0,4004366.0
8045410.0,3W2W,B:1-322,Q8U1S7,1-322,8052172.0,3W2W,B:1-211,Q8U1S7,1-211,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004460",1.0,1000003.0,2000014.0,3001554.0,4004460.0
8045410.0,3W2W,B:1-322,Q8U1S7,1-322,8052173.0,3W2W,B:223-322,Q8U1S7,223-322,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004460",1.0,1000003.0,2000014.0,3001554.0,4004460.0
8045427.0,4F3M,A:2-220,Q9KFY3,2-220,8052176.0,4F3M,A:2-148,Q9KFY3,2-148,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004469",1.0,1000003.0,2000014.0,3001554.0,4004469.0
8045428.0,4R0J,A:2-214,Q8DSL7,2-214,8052177.0,4R0J,A:2-152,Q8DSL7,2-152,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004469",1.0,1000003.0,2000014.0,3001554.0,4004469.0
8045429.0,3VZI,A:21-222,A0A0J9X178,1-202,8052178.0,3VZI,A:21-168,A0A0J9X178,1-148,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004469",1.0,1000003.0,2000014.0,3001554.0,4004469.0
8045430.0,3KG4,A:2-220,Q65TW5,2-220,8052179.0,3KG4,A:2-168,Q65TW5,2-168,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004469",1.0,1000003.0,2000014.0,3001554.0,4004469.0
8045431.0,3VZH,A:1-212,Q99YS3,1-212,8052180.0,3VZH,A:1-150,Q99YS3,1-150,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004469",1.0,1000003.0,2000014.0,3001554.0,4004469.0
8045432.0,4N77,A:2-239,Q53WH0,2-239,8052181.0,4N77,A:2-172,Q53WH0,2-172,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004469",1.0,1000003.0,2000014.0,3001554.0,4004469.0
8045433.0,4MJK,A:1-264,O28407,1-264,8052182.0,4MJK,A:1-166,O28407,1-166,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004469",1.0,1000003.0,2000014.0,3001554.0,4004469.0
8049677.0,3UFC,X:1-241,Q8U3R3,1-241,8052183.0,3UFC,X:1-117,Q8U3R3,1-117,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4006590",1.0,1000003.0,2000014.0,3001554.0,4006590.0
8049677.0,3UFC,X:1-241,Q8U3R3,1-241,8052184.0,3UFC,X:122-241,Q8U3R3,122-241,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4006590",1.0,1000003.0,2000014.0,3001554.0,4006590.0
8049678.0,3PKM,A:8-245,Q8U1S4,2-239,8052185.0,3PKM,A:8-127,Q8U1S4,2-121,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4006590",1.0,1000003.0,2000014.0,3001554.0,4006590.0
8049678.0,3PKM,A:8-245,Q8U1S4,2-239,8052186.0,3PKM,A:132-245,Q8U1S4,126-239,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4006590",1.0,1000003.0,2000014.0,3001554.0,4006590.0
8049679.0,3QJL,A:1-239,O58088,1-239,8052187.0,3QJL,A:1-118,O58088,1-118,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4006590",1.0,1000003.0,2000014.0,3001554.0,4006590.0
8049679.0,3QJL,A:1-239,O58088,1-239,8052188.0,3QJL,A:122-239,O58088,122-239,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4006590",1.0,1000003.0,2000014.0,3001554.0,4006590.0
8049699.0,3PS0,D:1-320,Q97Y91,1-320,8052192.0,3PS0,D:1-256,Q97Y91,1-256,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4006598",1.0,1000003.0,2000014.0,3001554.0,4006598.0
8049700.0,4REG,A:1-335,Q8U333,1-335,8052193.0,4REG,A:1-272,Q8U333,1-272,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4006598",1.0,1000003.0,2000014.0,3001554.0,4006598.0
8051423.0,4C97,A:1-239,Q5SM65,1-239,8052194.0,4C97,A:1-105,Q5SM65,1-105,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4007361",1.0,1000003.0,2000014.0,3001554.0,4007361.0
8051423.0,4C97,A:1-239,Q5SM65,1-239,8052195.0,4C97,A:116-239,Q5SM65,116-239,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4007361",1.0,1000003.0,2000014.0,3001554.0,4007361.0
8051424.0,3ZFV,D:2-283,Q97Y96,2-283,8052196.0,3ZFV,D:2-120,Q97Y96,2-120,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4007361",1.0,1000003.0,2000014.0,3001554.0,4007361.0
8051424.0,3ZFV,D:2-283,Q97Y96,2-283,8052197.0,3ZFV,D:133-283,Q97Y96,133-283,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4007361",1.0,1000003.0,2000014.0,3001554.0,4007361.0
8051425.0,4ILM,J:1-286,Q97WV8,1-286,8052198.0,4ILM,J:1-121,Q97WV8,1-121,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4007361",1.0,1000003.0,2000014.0,3001554.0,4007361.0
8051425.0,4ILM,J:1-286,Q97WV8,1-286,8052199.0,4ILM,J:134-286,Q97WV8,134-286,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4007361",1.0,1000003.0,2000014.0,3001554.0,4007361.0
8051426.0,4C9D,A:1-264,Q53VU8,1-264,8052200.0,4C9D,A:1-121,Q53VU8,1-121,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4007361",1.0,1000003.0,2000014.0,3001554.0,4007361.0
8051426.0,4C9D,A:1-264,Q53VU8,1-264,8052201.0,4C9D,A:132-264,Q53VU8,132-264,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4007361",1.0,1000003.0,2000014.0,3001554.0,4007361.0
8085898.0,6IQW,D:1-282,B6YWC0,1-282,8085899.0,6IQW,D:1-282,B6YWC0,1-282,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8085900.0,6IFK,G:2-218,A0A2U2M035,2-218,8085901.0,6IFK,G:2-218,A0A2U2M035,2-218,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8085902.0,5YJD,B:3-214,Q5HK91,3-214,8085903.0,5YJD,B:3-214,Q5HK91,3-214,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8096135.0,6NUD,N:2-213,A0A0A7HIF0,2-213,8096136.0,6NUD,N:2-213,A0A0A7HIF0,2-213,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8097727.0,6SHB,F:2-286,F0NDX6,2-286,8097728.0,6SHB,F:2-286,F0NDX6,2-286,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8100413.0,6AE2,A:5-216,Q97CJ2,5-216,8100414.0,6AE2,A:5-216,Q97CJ2,5-216,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8046733.0,4Z7L,E:1-218,A4FXZ3,1-218,8103618.0,4Z7L,E:1-218,A4FXZ3,1-218,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4005269",1.0,1000003.0,2000014.0,3001554.0,4005269.0
8106215.0,6XN4,G:1-214,L0CEA3,1-214,8106216.0,6XN4,G:1-214,L0CEA3,1-214,"TP=1,CL=1000003,CF=2000014,SF=3001554,FA=4004180",1.0,1000003.0,2000014.0,3001554.0,4004180.0
8030760.0,2NLV,A:1-111,Q3M6F6,1-111,8043139.0,2NLV,A:1-111,Q3M6F6,1-111,"TP=1,CL=1000003,CF=2000176,SF=3000186,FA=4000399",1.0,1000003.0,2000176.0,3000186.0,4000399.0
8030889.0,2NVM,A:2-118,Q3MD55,2-118,8043268.0,2NVM,A:2-118,Q3MD55,2-118,"TP=1,CL=1000003,CF=2000176,SF=3000186,FA=4000399",1.0,1000003.0,2000176.0,3000186.0,4000399.0
8030927.0,2NWV,A:2-113,Q3M7V9,2-113,8043306.0,2NWV,A:2-113,Q3M7V9,2-113,"TP=1,CL=1000003,CF=2000176,SF=3000186,FA=4000399",1.0,1000003.0,2000176.0,3000186.0,4000399.0
8085366.0,3D7Q,A:1-111,B2JAN5,1-111,8085367.0,3D7Q,A:1-111,B2JAN5,1-111,"TP=1,CL=1000003,CF=2000176,SF=3000186,FA=4000399",1.0,1000003.0,2000176.0,3000186.0,4000399.0
8028221.0,1KS2,A:127-198,P0A7Z0,127-198,8040600.0,1KS2,A:127-198,P0A7Z0,127-198,"TP=1,CL=1000003,CF=2000014,SF=3001555,FA=4002654",1.0,1000003.0,2000014.0,3001555.0,4002654.0
8028518.0,1UJ6,A:132-205,Q72J47,132-205,8040897.0,1UJ6,A:132-205,Q72J47,132-205,"TP=1,CL=1000003,CF=2000014,SF=3001555,FA=4002654",1.0,1000003.0,2000014.0,3001555.0,4002654.0
8028957.0,1LK5,A:131-210,O50083,131-210,8041336.0,1LK5,A:131-210,O50083,131-210,"TP=1,CL=1000003,CF=2000014,SF=3001555,FA=4002654",1.0,1000003.0,2000014.0,3001555.0,4002654.0
8030777.0,1M0S,A:127-198,P44725,127-198,8043156.0,1M0S,A:127-198,P44725,127-198,"TP=1,CL=1000003,CF=2000014,SF=3001555,FA=4002654",1.0,1000003.0,2000014.0,3001555.0,4002654.0
8025761.0,1VIB,A:1-55,P01525,1-55,8038140.0,1VIB,A:1-55,P01525,1-55,"TP=1,CL=1000004,CF=2000175,SF=3000187,FA=4003033",1.0,1000004.0,2000175.0,3000187.0,4003033.0
8029259.0,1SZQ,A:11-483,P77243,11-483,8041638.0,1SZQ,A:11-284,P77243,11-284,"TP=1,CL=1000000,CF=2000177,SF=3000188,FA=4001645",1.0,1000000.0,2000177.0,3000188.0,4001645.0
8021832.0,2HH6,A:1-112,Q9K5V7,1-112,8034212.0,2HH6,A:1-112,Q9K5V7,1-112,"TP=1,CL=1000000,CF=2000442,SF=3001556,FA=4001429",1.0,1000000.0,2000442.0,3001556.0,4001429.0
8022610.0,2O3L,A:14-95,Q734F7,14-95,8034990.0,2O3L,A:14-95,Q734F7,14-95,"TP=1,CL=1000000,CF=2000442,SF=3001556,FA=4001429",1.0,1000000.0,2000442.0,3001556.0,4001429.0
8022619.0,2O4T,A:16-105,Q9K5W1,16-105,8034999.0,2O4T,A:16-105,Q9K5W1,16-105,"TP=1,CL=1000000,CF=2000442,SF=3001556,FA=4001429",1.0,1000000.0,2000442.0,3001556.0,4001429.0
8024976.0,2V7Q,J:8-40,P01096,33-65,8037355.0,2V7Q,J:8-40,P01096,33-65,"TP=3,CL=1000000,CF=2001019,SF=3001557,FA=4003816",3.0,1000000.0,2001019.0,3001557.0,4003816.0
8022382.0,1YNJ,K:1-95,Q9EVV4,1-95,8034762.0,1YNJ,K:1-95,Q9EVV4,1-95,"TP=1,CL=1000000,CF=2000178,SF=3000189,FA=4003034",1.0,1000000.0,2000178.0,3000189.0,4003034.0
8023562.0,1QKL,A:801-927,P61218,1-127,8035942.0,1QKL,A:801-927,P61218,1-127,"TP=1,CL=1000000,CF=2000178,SF=3000189,FA=4001505",1.0,1000000.0,2000178.0,3000189.0,4001505.0
