FA-DOMID,FA-PDBID,FA-PDBREG,FA-UNIID,FA-UNIREG,SF-DOMID,SF-PDBID,SF-PDBREG,SF-UNIID,SF-UNIREG,SCOPCLA,TP,CL,CF,SF,FA,len,counts
8086949.0,2GTC,A:1-103,Q63F05,1-103,8086950.0,2GTC,A:1-103,Q63F05,1-103,"TP=1,CL=1000003,CF=2000724,SF=3001160,FA=4003633",1.0,1000003.0,2000724.0,3001160.0,4003633.0,97.0,9
8045447.0,2Y1B,A:47-132,P69411,47-132,8090693.0,2Y1B,A:47-132,P69411,47-132,"TP=1,CL=1000003,CF=2000724,SF=3001160,FA=4004474",1.0,1000003.0,2000724.0,3001160.0,4004474.0,86.0,9
8046567.0,2JZ7,E:1-81,Q5UBU1,1-81,8090694.0,2JZ7,E:1-81,Q5UBU1,1-81,"TP=1,CL=1000003,CF=2000724,SF=3001160,FA=4005161",1.0,1000003.0,2000724.0,3001160.0,4005161.0,81.0,9
8090698.0,3QKB,A:1-91,Q03GF5,1-91,8090699.0,3QKB,A:1-91,Q03GF5,1-91,"TP=1,CL=1000003,CF=2000724,SF=3001160,FA=4003633",1.0,1000003.0,2000724.0,3001160.0,4003633.0,88.0,9
8090700.0,5EVF,A:32-132,A0Q625,32-132,8090701.0,5EVF,A:53-132,A0Q625,53-132,"TP=1,CL=1000003,CF=2000724,SF=3001160,FA=4007709",1.0,1000003.0,2000724.0,3001160.0,4007709.0,101.0,9
8045864.0,4HVZ,A:37-250,Q44642,37-250,8091413.0,4HVZ,"A:37-51,A:161-250",Q44642,"37-51,161-250","TP=1,CL=1000003,CF=2000724,SF=3001160,FA=4004729",1.0,1000003.0,2000724.0,3001160.0,4004729.0,214.0,9
8045864.0,4HVZ,A:37-250,Q44642,37-250,8091414.0,4HVZ,A:52-160,Q44642,52-160,"TP=1,CL=1000003,CF=2000724,SF=3001160,FA=4004729",1.0,1000003.0,2000724.0,3001160.0,4004729.0,214.0,9
8047101.0,4XJX,B:731-896,P10486,731-896,8091622.0,4XJX,B:731-896,P10486,731-896,"TP=1,CL=1000000,CF=2001473,SF=3002528,FA=4005449",1.0,1000000.0,2001473.0,3002528.0,4005449.0,157.0,2
8047102.0,3EVY,A:662-744,Q5LEB7,662-744,8091626.0,3EVY,A:662-744,Q5LEB7,662-744,"TP=1,CL=1000000,CF=2001473,SF=3002528,FA=4005449",1.0,1000000.0,2001473.0,3002528.0,4005449.0,83.0,2
8045715.0,3SWY,B:3-46,Q16281,626-669,8091635.0,3SWY,B:3-46,Q16281,626-669,"TP=3,CL=1000000,CF=2000962,SF=3002529,FA=4004636",3.0,1000000.0,2000962.0,3002529.0,4004636.0,44.0,2
8045716.0,3SWF,B:5-60,Q00194,621-676,8091636.0,3SWF,B:5-60,Q00194,621-676,"TP=3,CL=1000000,CF=2000962,SF=3002529,FA=4004636",3.0,1000000.0,2000962.0,3002529.0,4004636.0,56.0,2
8020704.0,1V9V,A:8-108,O60307,181-281,8033084.0,1V9V,A:8-108,O60307,181-281,"TP=1,CL=1000000,CF=2001119,SF=3001162,FA=4001254",1.0,1000000.0,2001119.0,3001162.0,4001254.0,101.0,2
8066213.0,2M9X,A:12-112,Q9Y2H9,187-287,8066214.0,2M9X,A:12-112,Q9Y2H9,187-287,"TP=1,CL=1000000,CF=2001119,SF=3001162,FA=4001254",1.0,1000000.0,2001119.0,3001162.0,4001254.0,101.0,2
8045719.0,2QNU,A:4-214,Q9I756,4-214,8091650.0,2QNU,A:4-214,Q9I756,4-214,"TP=1,CL=1000003,CF=2001474,SF=3002531,FA=4004639",1.0,1000003.0,2001474.0,3002531.0,4004639.0,207.0,1
8045726.0,3V68,A:2-119,Q8TZE5,2-119,8091653.0,3V68,A:2-119,Q8TZE5,2-119,"TP=1,CL=1000003,CF=2001475,SF=3002532,FA=4004642",1.0,1000003.0,2001475.0,3002532.0,4004642.0,118.0,2
8091652.0,3V68,A:132-240,Q8TZE5,132-240,8091654.0,3V68,A:132-240,Q8TZE5,132-240,"TP=1,CL=1000003,CF=2001475,SF=3002532,FA=4004642",1.0,1000003.0,2001475.0,3002532.0,4004642.0,109.0,2
8091666.0,2BCG,G:128-229,P39958,128-229,8091667.0,2BCG,G:128-229,P39958,128-229,"TP=1,CL=1000000,CF=2000035,SF=3002533,FA=4007752",1.0,1000000.0,2000035.0,3002533.0,4007752.0,102.0,3
8091668.0,1VG0,A:273-367,P37727,273-367,8091669.0,1VG0,A:273-367,P37727,273-367,"TP=1,CL=1000000,CF=2000035,SF=3002533,FA=4007752",1.0,1000000.0,2000035.0,3002533.0,4007752.0,93.0,3
8091670.0,1LV0,A:121-221,P21856,121-221,8091671.0,1LV0,A:121-221,P21856,121-221,"TP=1,CL=1000000,CF=2000035,SF=3002533,FA=4007752",1.0,1000000.0,2000035.0,3002533.0,4007752.0,101.0,3
8001473.0,1FCD,A:1-401,Q06530,31-431,8091673.0,1FCD,A:328-401,Q06530,358-431,"TP=1,CL=1000003,CF=2000141,SF=3002534,FA=4000130",1.0,1000003.0,2000141.0,3002534.0,4000130.0,401.0,3
8084464.0,3VRD,B:2-401,D0G7Q4,32-431,8093407.0,3VRD,B:328-401,D0G7Q4,358-431,"TP=1,CL=1000003,CF=2000141,SF=3002534,FA=4000130",1.0,1000003.0,2000141.0,3002534.0,4000130.0,398.0,3
8084466.0,5N1T,A:33-425,W0DP88,37-429,8093408.0,5N1T,A:355-425,W0DP88,359-429,"TP=1,CL=1000003,CF=2000141,SF=3002534,FA=4000130",1.0,1000003.0,2000141.0,3002534.0,4000130.0,392.0,3
8028450.0,2FEF,B:6-129,Q9I1R6,6-129,8040829.0,2FEF,B:6-129,Q9I1R6,6-129,"TP=1,CL=1000000,CF=2001119,SF=3001166,FA=4001257",1.0,1000000.0,2001119.0,3001166.0,4001257.0,124.0,1
8051124.0,5EWN,B:80-411,Q82452,80-411,8091689.0,5EWN,B:265-411,Q82452,265-411,"TP=1,CL=1000001,CF=2000073,SF=3002535,FA=4007207",1.0,1000001.0,2000073.0,3002535.0,4007207.0,315.0,6
8051125.0,5IBV,A:77-412,Q9IFX1,77-412,8091690.0,5IBV,A:265-412,Q9IFX1,265-412,"TP=1,CL=1000001,CF=2000073,SF=3002535,FA=4007207",1.0,1000001.0,2000073.0,3002535.0,4007207.0,320.0,6
8093109.0,3HAG,A:118-459,Q9IVZ8,130-471,8093111.0,3HAG,A:318-446,Q9IVZ8,330-458,"TP=1,CL=1000001,CF=2000073,SF=3002535,FA=4007793",1.0,1000001.0,2000073.0,3002535.0,4007793.0,336.0,6
8093113.0,2ZTN,A:129-459,Q1AHU7,129-459,8093115.0,2ZTN,A:318-446,Q1AHU7,318-446,"TP=1,CL=1000001,CF=2000073,SF=3002535,FA=4007793",1.0,1000001.0,2000073.0,3002535.0,4007793.0,331.0,6
8093117.0,2ZZQ,A:118-459,P29326,118-459,8093119.0,2ZZQ,A:318-446,P29326,318-446,"TP=1,CL=1000001,CF=2000073,SF=3002535,FA=4007793",1.0,1000001.0,2000073.0,3002535.0,4007793.0,342.0,6
8093127.0,1IHM,A:1224-1520,Q83884,224-520,8093126.0,1IHM,"A:1228-1262,A:1414-1520",Q83884,"228-262,414-520","TP=1,CL=1000001,CF=2000073,SF=3002535,FA=4007794",1.0,1000001.0,2000073.0,3002535.0,4007794.0,297.0,6
8026006.0,1Q0G,A:1-117,P80734,15-131,8038385.0,1Q0G,A:1-117,P80734,15-131,"TP=1,CL=1000000,CF=2000080,SF=3001167,FA=4002388",1.0,1000000.0,2000080.0,3001167.0,4002388.0,117.0,2
8027670.0,1T6U,A:1-117,P80735,15-131,8040049.0,1T6U,A:1-117,P80735,15-131,"TP=1,CL=1000000,CF=2000080,SF=3001167,FA=4002388",1.0,1000000.0,2000080.0,3001167.0,4002388.0,117.0,2
8045732.0,5X6B,F:34-102,Q58876,34-102,8091696.0,5X6B,F:34-102,Q58876,34-102,"TP=1,CL=1000000,CF=2001476,SF=3002536,FA=4004646",1.0,1000000.0,2001476.0,3002536.0,4004646.0,69.0,1
8045733.0,3TUL,D:83-226,Q56019,83-226,8091699.0,3TUL,D:83-226,Q56019,83-226,"TP=3,CL=1000000,CF=2001019,SF=3002537,FA=4004647",3.0,1000000.0,2001019.0,3002537.0,4004647.0,120.0,2
8045734.0,3U0C,A:74-224,P18011,74-224,8091700.0,3U0C,A:74-224,P18011,74-224,"TP=3,CL=1000000,CF=2001019,SF=3002537,FA=4004647",3.0,1000000.0,2001019.0,3002537.0,4004647.0,151.0,2
8030169.0,1CL3,A:4-141,Q13951,4-141,8042548.0,1CL3,A:4-141,Q13951,4-141,"TP=1,CL=1000001,CF=2000741,SF=3001169,FA=4002390",1.0,1000001.0,2000741.0,3001169.0,4002390.0,138.0,2
8030170.0,2JHB,A:3-143,Q08024,1-141,8042549.0,2JHB,A:3-143,Q08024,1-141,"TP=1,CL=1000001,CF=2000741,SF=3001169,FA=4002390",1.0,1000001.0,2000741.0,3001169.0,4002390.0,141.0,2
8026620.0,2BZB,A:1-54,A0A4Y1VZT9,19-72,8038999.0,2BZB,A:1-54,A0A4Y1VZT9,19-72,"TP=1,CL=1000000,CF=2001135,SF=3001170,FA=4001258",1.0,1000000.0,2001135.0,3001170.0,4001258.0,54.0,2
8102041.0,2C0S,A:1-57,A0A6L7H8X9,1-57,8102042.0,2C0S,A:1-57,A0A6L7H8X9,1-57,"TP=1,CL=1000000,CF=2001135,SF=3001170,FA=4001258",1.0,1000000.0,2001135.0,3001170.0,4001258.0,57.0,2
8051166.0,4P16,A:1-319,K0BWD0,1482-1800,8091709.0,4P16,A:177-241,K0BWD0,1658-1722,"TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227",1.0,1000004.0,2000112.0,3002538.0,4007227.0,314.0,9
8051167.0,4R3D,A:3-326,K9N638,1483-1806,8091712.0,4R3D,A:178-242,K9N638,1658-1722,"TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227",1.0,1000004.0,2000112.0,3002538.0,4007227.0,319.0,9
8051169.0,4RNA,A:2-322,K4LC41,1483-1803,8091715.0,4RNA,A:177-241,K4LC41,1658-1722,"TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227",1.0,1000004.0,2000112.0,3002538.0,4007227.0,319.0,9
8051171.0,3E9S,A:2-315,P0C6U8,1541-1854,8091718.0,3E9S,A:177-240,P0C6U8,1716-1779,"TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227",1.0,1000004.0,2000112.0,3002538.0,4007227.0,313.0,9
8051172.0,4RF1,A:1483-1803,M4STU1,1483-1803,8091721.0,4RF1,A:1658-1722,M4STU1,1658-1722,"TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227",1.0,1000004.0,2000112.0,3002538.0,4007227.0,319.0,9
8051173.0,3MP2,A:10-220,P0C6V2,1071-1281,8091724.0,3MP2,A:92-147,P0C6V2,1153-1208,"TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227",1.0,1000004.0,2000112.0,3002538.0,4007227.0,211.0,9
8051175.0,4WUR,A:3-319,K9N7C7,1484-1800,8091726.0,4WUR,A:177-242,K9N7C7,1658-1723,"TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227",1.0,1000004.0,2000112.0,3002538.0,4007227.0,317.0,9
8051176.0,4YPT,A:1610-1910,P0C6X9,1610-1910,8091729.0,4YPT,A:1781-1842,P0C6X9,1781-1842,"TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227",1.0,1000004.0,2000112.0,3002538.0,4007227.0,300.0,9
8092566.0,6W9C,A:3-315,P0DTD1,1566-1878,8092568.0,6W9C,A:176-239,P0DTD1,1739-1802,"TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227",1.0,1000004.0,2000112.0,3002538.0,4007227.0,310.0,9
8028961.0,2FUG,1:334-438,Q56222,334-438,8041340.0,2FUG,1:334-438,Q56222,334-438,"TP=1,CL=1000000,CF=2001119,SF=3001171,FA=4001259",1.0,1000000.0,2001119.0,3001171.0,4001259.0,105.0,1
8045736.0,4E6K,G:1-57,Q9HY80,1-57,8091738.0,4E6K,G:1-57,Q9HY80,1-57,"TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4004649",1.0,1000003.0,2001478.0,3002540.0,4004649.0,57.0,8
8046312.0,2QCU,A:392-501,P13035,392-501,8091739.0,2QCU,A:439-501,P13035,439-501,"TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4005013",1.0,1000003.0,2001478.0,3002540.0,4005013.0,110.0,8
8046311.0,2RGO,A:474-605,D0VWP7,474-605,8091742.0,2RGO,A:519-579,D0VWP7,519-579,"TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4005013",1.0,1000003.0,2001478.0,3002540.0,4005013.0,131.0,8
8046313.0,2RGH,A:474-606,D0VWY7,424-556,8091745.0,2RGH,A:518-579,D0VWY7,468-529,"TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4005013",1.0,1000003.0,2001478.0,3002540.0,4005013.0,131.0,8
8046314.0,3DA1,A:411-549,Q9KDW6,411-549,8091748.0,3DA1,A:458-522,Q9KDW6,458-522,"TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4005013",1.0,1000003.0,2001478.0,3002540.0,4005013.0,136.0,8
8091753.0,1Y56,A:405-466,O59088,407-468,8091754.0,1Y56,A:405-466,O59088,407-468,"TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4007758",1.0,1000003.0,2001478.0,3002540.0,4007758.0,62.0,8
8091761.0,2GAG,A:473-548,Q3ZDQ8,473-548,8091762.0,2GAG,A:482-539,Q3ZDQ8,482-539,"TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4007758",1.0,1000003.0,2001478.0,3002540.0,4007758.0,76.0,8
8091772.0,1X31,A:472-546,Q50LF0,473-547,8091773.0,1X31,A:481-539,Q50LF0,482-540,"TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4007758",1.0,1000003.0,2001478.0,3002540.0,4007758.0,75.0,8
8091731.0,4YPT,A:1533-1609,P0C6X9,1533-1609,8091732.0,4YPT,A:1533-1609,P0C6X9,1533-1609,"TP=1,CL=1000003,CF=2000119,SF=3002539,FA=4007757",1.0,1000003.0,2000119.0,3002539.0,4007757.0,77.0,4
8091733.0,6MWM,A:1445-1522,P0C6W3,1445-1522,8091734.0,6MWM,A:1445-1522,P0C6W3,1445-1522,"TP=1,CL=1000003,CF=2000119,SF=3002539,FA=4007757",1.0,1000003.0,2000119.0,3002539.0,4007757.0,78.0,4
8091735.0,5UTV,A:4-77,P0C6W5,1345-1418,8091736.0,5UTV,A:4-77,P0C6W5,1345-1418,"TP=1,CL=1000003,CF=2000119,SF=3002539,FA=4007757",1.0,1000003.0,2000119.0,3002539.0,4007757.0,74.0,4
8047245.0,2KAF,A:2-67,P0C6U8,1473-1538,8091737.0,2KAF,A:2-67,P0C6U8,1473-1538,"TP=1,CL=1000003,CF=2000119,SF=3002539,FA=4007757",1.0,1000003.0,2000119.0,3002539.0,4007757.0,66.0,4
8030948.0,1M6Y,A:115-215,Q9WZX6,115-215,8043327.0,1M6Y,A:115-215,Q9WZX6,115-215,"TP=1,CL=1000000,CF=2000117,SF=3001172,FA=4002372",1.0,1000000.0,2000117.0,3001172.0,4002372.0,99.0,2
8031131.0,1WG8,A:109-206,Q5SJD8,109-206,8043509.0,1WG8,A:109-206,Q5SJD8,109-206,"TP=1,CL=1000000,CF=2000117,SF=3001172,FA=4002372",1.0,1000000.0,2000117.0,3001172.0,4002372.0,98.0,2
8045737.0,4WFW,A:115-198,Q01563,115-198,8091777.0,4WFW,A:115-198,Q01563,115-198,"TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4004650",1.0,1000001.0,2001479.0,3002541.0,4004650.0,84.0,7
8046336.0,2LNV,A:88-158,Q01564,88-158,8091778.0,2LNV,A:88-158,Q01564,88-158,"TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4005027",1.0,1000001.0,2001479.0,3002541.0,4005027.0,71.0,7
8046337.0,3OSS,C:122-186,E3PJ87,122-186,8091779.0,3OSS,C:122-186,E3PJ87,122-186,"TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4005027",1.0,1000001.0,2001479.0,3002541.0,4005027.0,65.0,7
8045780.0,4AV2,U:84-165,Q7DD77,84-165,8091780.0,4AV2,U:84-165,Q7DD77,84-165,"TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4004682",1.0,1000001.0,2001479.0,3002541.0,4004682.0,82.0,7
8045782.0,2Y4Y,A:83-171,G3XCX7,83-171,8091782.0,2Y4Y,A:83-171,G3XCX7,83-171,"TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4004682",1.0,1000001.0,2001479.0,3002541.0,4004682.0,82.0,7
8045783.0,2LC4,A:20-103,Q51354,91-174,8091783.0,2LC4,A:20-103,Q51354,91-174,"TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4004682",1.0,1000001.0,2001479.0,3002541.0,4004682.0,84.0,7
8095544.0,6HCG,s:97-164,A0A0H3GMS7,97-164,8095545.0,6HCG,s:97-164,A0A0H3GMS7,97-164,"TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4005027",1.0,1000001.0,2001479.0,3002541.0,4005027.0,68.0,7
8024028.0,2QTV,A:524-626,P15303,524-626,8036407.0,2QTV,A:524-626,P15303,524-626,"TP=1,CL=1000000,CF=2000464,SF=3001173,FA=4002392",1.0,1000000.0,2000464.0,3001173.0,4002392.0,103.0,2
8026146.0,1PD0,A:647-753,P40482,647-753,8038525.0,1PD0,A:647-753,P40482,647-753,"TP=1,CL=1000000,CF=2000464,SF=3001173,FA=4002392",1.0,1000000.0,2000464.0,3001173.0,4002392.0,102.0,2
8045738.0,1ZHC,A:1-76,O25839,1-76,8091784.0,1ZHC,A:1-76,O25839,1-76,"TP=1,CL=1000000,CF=2000036,SF=3002542,FA=4004651",1.0,1000000.0,2000036.0,3002542.0,4004651.0,76.0,1
8045743.0,3VHX,F:699-800,Q02241,803-904,8091788.0,3VHX,F:699-800,Q02241,803-904,"TP=1,CL=1000003,CF=2001480,SF=3002543,FA=4004655",1.0,1000003.0,2001480.0,3002543.0,4004655.0,102.0,1
8045744.0,3V0R,A:28-157,P79085,28-157,8091789.0,3V0R,A:28-157,P79085,28-157,"TP=1,CL=1000001,CF=2000425,SF=3002544,FA=4004656",1.0,1000001.0,2000425.0,3002544.0,4004656.0,130.0,2
8091793.0,5XMZ,A:31-152,G0Y276,31-152,8091794.0,5XMZ,A:31-152,G0Y276,31-152,"TP=1,CL=1000001,CF=2000425,SF=3002544,FA=4004656",1.0,1000001.0,2000425.0,3002544.0,4004656.0,122.0,2
8020955.0,1HW7,A:6-225,P0A6Y5,4-223,8033335.0,1HW7,A:6-225,P0A6Y5,4-223,"TP=1,CL=1000003,CF=2000743,SF=3001176,FA=4003643",1.0,1000003.0,2000743.0,3001176.0,4003643.0,220.0,3
8030786.0,1VQ0,A:1-230,Q9X1B4,1-230,8043165.0,1VQ0,A:1-230,Q9X1B4,1-230,"TP=1,CL=1000003,CF=2000743,SF=3001176,FA=4003643",1.0,1000003.0,2000743.0,3001176.0,4003643.0,230.0,3
8030814.0,1VZY,A:1-233,P37565,1-233,8043193.0,1VZY,A:1-233,P37565,1-233,"TP=1,CL=1000003,CF=2000743,SF=3001176,FA=4003643",1.0,1000003.0,2000743.0,3001176.0,4003643.0,233.0,3
8045747.0,4A9A,D:214-336,Q12000,214-336,8091805.0,4A9A,D:214-336,Q12000,214-336,"TP=4,CL=1000003,CF=2001481,SF=3002545,FA=4004658",4.0,1000003.0,2001481.0,3002545.0,4004658.0,86.0,1
8027460.0,1SZI,A:206-431,Q9DBG5,206-431,8039839.0,1SZI,A:206-431,Q9DBG5,206-431,"TP=1,CL=1000000,CF=2000080,SF=3001177,FA=4002393",1.0,1000000.0,2000080.0,3001177.0,4002393.0,194.0,1
8088655.0,5XBF,A:1607-1796,Q6PIF6,1607-1796,8091822.0,5XBF,A:1660-1779,Q6PIF6,1660-1779,"TP=1,CL=1000000,CF=2000085,SF=3002546,FA=4006026",1.0,1000000.0,2000085.0,3002546.0,4006026.0,173.0,6
8048248.0,3AU5,A:1501-1698,Q9HD67,1501-1698,8091827.0,3AU5,A:1563-1680,Q9HD67,1563-1680,"TP=1,CL=1000000,CF=2000085,SF=3002546,FA=4006026",1.0,1000000.0,2000085.0,3002546.0,4006026.0,196.0,6
8048249.0,3PVL,A:993-1256,P97479,993-1256,8091832.0,3PVL,A:1030-1239,P97479,1030-1239,"TP=1,CL=1000000,CF=2000085,SF=3002546,FA=4006026",1.0,1000000.0,2000085.0,3002546.0,4006026.0,210.0,6
8048246.0,5F3Y,A:972-1174,Q99MZ6,972-1192,8091842.0,5F3Y,A:1002-1157,Q99MZ6,1002-1175,"TP=1,CL=1000000,CF=2000085,SF=3002546,FA=4006026",1.0,1000000.0,2000085.0,3002546.0,4006026.0,172.0,6
8048247.0,5EJY,A:37-235,Q9U1M8,1118-1316,8091849.0,5EJY,A:86-218,Q9U1M8,1167-1299,"TP=1,CL=1000000,CF=2000085,SF=3002546,FA=4006026",1.0,1000000.0,2000085.0,3002546.0,4006026.0,199.0,6
8091854.0,5EJR,A:1851-2058,Q9U1M8,1851-2058,8091855.0,5EJR,A:1906-2032,Q9U1M8,1906-2032,"TP=1,CL=1000000,CF=2000085,SF=3002546,FA=4006026",1.0,1000000.0,2000085.0,3002546.0,4006026.0,208.0,6
8021715.0,2GOM,A:105-165,P68799,105-165,8034095.0,2GOM,A:105-165,P68799,105-165,"TP=1,CL=1000000,CF=2000030,SF=3001178,FA=4001263",1.0,1000000.0,2000030.0,3001178.0,4001263.0,61.0,3
8022434.0,2NOJ,B:52-109,A0A0H3JUX1,52-109,8034814.0,2NOJ,B:52-109,A0A0H3JUX1,52-109,"TP=1,CL=1000000,CF=2000030,SF=3001178,FA=4001263",1.0,1000000.0,2000030.0,3001178.0,4001263.0,58.0,3
8058957.0,3D5R,C:11-75,A6QG59,101-165,8058958.0,3D5R,C:11-75,A6QG59,101-165,"TP=1,CL=1000000,CF=2000030,SF=3001178,FA=4001263",1.0,1000000.0,2000030.0,3001178.0,4001263.0,65.0,3
