FA-DOMID,FA-PDBID,FA-PDBREG,FA-UNIID,FA-UNIREG,SF-DOMID,SF-PDBID,SF-PDBREG,SF-UNIID,SF-UNIREG,SCOPCLA,TP,CL,CF,SF,FA,len
8082858.0,6EMW,E:162-342,Q2YSD6,162-342,8082859.0,6EMW,E:162-342,Q2YSD6,162-342,"TP=1,CL=1000002,CF=2001248,SF=3002019,FA=4000283",1.0,1000002.0,2001248.0,3002019.0,4000283.0,166.0
8075013.0,2FTC,L:8-124,Q2TBR2,8-124,8075014.0,2FTC,L:8-124,Q2TBR2,8-124,"TP=1,CL=1000000,CF=2000187,SF=3000563,FA=4001930",1.0,1000000.0,2000187.0,3000563.0,4001930.0,117.0
8078408.0,4UY0,C:6-338,Q12840,6-338,8078409.0,4UY0,C:6-338,Q12840,6-338,"TP=1,CL=1000002,CF=2000039,SF=3002036,FA=4004055",1.0,1000002.0,2000039.0,3002036.0,4004055.0,333.0
8078410.0,5M5I,C:64-432,P24339,64-432,8078411.0,5M5I,C:64-432,P24339,64-432,"TP=1,CL=1000002,CF=2000039,SF=3002036,FA=4004055",1.0,1000002.0,2000039.0,3002036.0,4004055.0,369.0
8080190.0,4UXO,C:4-353,Q12756,4-353,8080191.0,4UXO,C:4-353,Q12756,4-353,"TP=1,CL=1000002,CF=2000039,SF=3002036,FA=4004055",1.0,1000002.0,2000039.0,3002036.0,4004055.0,342.0
8086127.0,1NKW,Y:1-73,Q9RW44,1-73,8086128.0,1NKW,Y:1-73,Q9RW44,1-73,"TP=1,CL=1000003,CF=2001216,SF=3001966,FA=4003966",1.0,1000003.0,2001216.0,3001966.0,4003966.0,73.0
8046624.0,3J4B,E:1-184,P03746,13-196,8104061.0,3J4B,E:1-184,P03746,13-196,"TP=1,CL=1000000,CF=2001211,SF=3001980,FA=4005199",1.0,1000000.0,2001211.0,3001980.0,4005199.0,184.0
8049566.0,4V2T,S:2-297,Q5W9E8,50-345,8052038.0,4V2T,S:25-282,Q5W9E8,73-330,"TP=1,CL=1000003,CF=2000234,SF=3002081,FA=4006548",1.0,1000003.0,2000234.0,3002081.0,4006548.0,296.0
8049565.0,5FMW,F:125-483,P02748,146-504,8052039.0,5FMW,F:134-456,P02748,155-477,"TP=1,CL=1000003,CF=2000234,SF=3002081,FA=4006548",1.0,1000003.0,2000234.0,3002081.0,4006548.0,339.0
8024986.0,2MYS,C:5-149,P02604,48-192,8037365.0,2MYS,C:5-149,P02604,48-192,"TP=1,CL=1000000,CF=2000120,SF=3001983,FA=4000924",1.0,1000000.0,2000120.0,3001983.0,4000924.0,134.0
8062902.0,1I84,U:19-163,P02609,21-165,8062903.0,1I84,U:19-163,P02609,21-165,"TP=1,CL=1000000,CF=2000120,SF=3001983,FA=4000924",1.0,1000000.0,2000120.0,3001983.0,4000924.0,138.0
8025402.0,1AIN,A:6-319,P04083,33-346,8037781.0,1AIN,A:6-319,P04083,33-346,"TP=1,CL=1000000,CF=2000413,SF=3000627,FA=4001063",1.0,1000000.0,2000413.0,3000627.0,4001063.0,314.0
8052106.0,4V2T,S:298-475,Q5W9E8,346-523,8052107.0,4V2T,S:298-475,Q5W9E8,346-523,"TP=1,CL=1000001,CF=2001279,SF=3002094,FA=4007584",1.0,1000001.0,2001279.0,3002094.0,4007584.0,178.0
8084667.0,4ADX,I:1-220,O27648,1-220,8084668.0,4ADX,I:1-220,O27648,1-220,"TP=1,CL=1000003,CF=2000419,SF=3000640,FA=4001983",1.0,1000003.0,2000419.0,3000640.0,4001983.0,220.0
8029639.0,2ILA,A:5-152,P01583,121-268,8042018.0,2ILA,A:5-152,P01583,121-268,"TP=1,CL=1000001,CF=2000422,SF=3000648,FA=4001996",1.0,1000001.0,2000422.0,3000648.0,4001996.0,145.0
8044987.0,2AKI,X:1-77,P0AG99,1-77,8053307.0,2AKI,X:1-77,P0AG99,1-77,"TP=2,CL=1000000,CF=2000349,SF=3002175,FA=4004237",2.0,1000000.0,2000349.0,3002175.0,4004237.0,77.0
8052140.0,5FMW,F:80-124,P02748,101-145,8052141.0,5FMW,F:80-124,P02748,101-145,"TP=1,CL=1000004,CF=2000469,SF=3000728,FA=4003373",1.0,1000004.0,2000469.0,3000728.0,4003373.0,45.0
8101452.0,4ARG,C:1-129,I6L8L3,1-129,8101453.0,4ARG,C:1-129,I6L8L3,1-129,"TP=1,CL=1000000,CF=2000480,SF=3000745,FA=4001095",1.0,1000000.0,2000480.0,3000745.0,4001095.0,114.0
8046364.0,5SVA,n:178-240,P35189,178-240,8053738.0,5SVA,n:178-240,P35189,178-240,"TP=1,CL=1000000,CF=2001344,SF=3002220,FA=4005043",1.0,1000000.0,2001344.0,3002220.0,4005043.0,63.0
8051392.0,5SVA,n:1-137,P35189,1-137,8053741.0,5SVA,n:1-137,P35189,1-137,"TP=1,CL=1000001,CF=2000614,SF=3002221,FA=4007347",1.0,1000001.0,2000614.0,3002221.0,4007347.0,137.0
8026151.0,2ZJR,3:2-64,Q9RSW6,2-64,8038530.0,2ZJR,3:2-64,Q9RSW6,2-64,"TP=1,CL=1000003,CF=2000508,SF=3000790,FA=4003406",1.0,1000003.0,2000508.0,3000790.0,4003406.0,63.0
8021143.0,1X18,F:2-156,P17291,2-156,8033523.0,1X18,F:2-156,P17291,2-156,"TP=1,CL=1000000,CF=2000512,SF=3000799,FA=4001112",1.0,1000000.0,2000512.0,3000799.0,4001112.0,154.0
8089155.0,2FTC,C:96-306,Q3ZBX6,96-306,8089156.0,2FTC,C:96-306,Q3ZBX6,96-306,"TP=1,CL=1000001,CF=2000073,SF=3000811,FA=4002103",1.0,1000001.0,2000073.0,3000811.0,4002103.0,211.0
8052126.0,5FMW,F:18-79,P02748,39-100,8052127.0,5FMW,F:18-79,P02748,39-100,"TP=1,CL=1000004,CF=2000520,SF=3000814,FA=4003415",1.0,1000004.0,2000520.0,3000814.0,4003415.0,481.0
8024004.0,1C53,A:1-79,P00120,24-102,8036383.0,1C53,A:1-79,P00120,24-102,"TP=1,CL=1000000,CF=2000521,SF=3000815,FA=4000635",1.0,1000000.0,2000521.0,3000815.0,4000635.0,79.0
8022642.0,1FFK,F:1-149,P60617,4-166,8035022.0,1FFK,F:1-149,P60617,4-166,"TP=1,CL=1000003,CF=2000538,SF=3000884,FA=4001135",1.0,1000003.0,2000538.0,3000884.0,4001135.0,149.0
8067999.0,2C8I,C:1-238,P29813,332-569,8068000.0,2C8I,C:40-228,P29813,371-559,"TP=1,CL=1000001,CF=2000578,SF=3000918,FA=4003466",1.0,1000001.0,2000578.0,3000918.0,4003466.0,238.0
8068003.0,1M11,3:1-238,Q914E0,331-568,8068004.0,1M11,3:40-230,Q914E0,370-560,"TP=1,CL=1000001,CF=2000578,SF=3000918,FA=4003466",1.0,1000001.0,2000578.0,3000918.0,4003466.0,238.0
8068009.0,3IYC,3:1-231,Q9E912,342-572,8068010.0,3IYC,3:40-231,Q9E912,381-572,"TP=1,CL=1000001,CF=2000578,SF=3000918,FA=4003466",1.0,1000001.0,2000578.0,3000918.0,4003466.0,231.0
8089351.0,1WCE,F:1-436,P15480,1-436,8089352.0,1WCE,F:203-339,P15480,203-339,"TP=1,CL=1000001,CF=2000578,SF=3000918,FA=4001636",1.0,1000001.0,2000578.0,3000918.0,4001636.0,436.0
8089351.0,1WCE,F:1-436,P15480,1-436,8089991.0,1WCE,"F:36-181,F:340-377",P15480,"36-181,340-377","TP=1,CL=1000001,CF=2000578,SF=3000918,FA=4001636",1.0,1000001.0,2000578.0,3000918.0,4001636.0,436.0
8093121.0,3IYO,D:118-459,Q1AHV0,118-459,8093122.0,3IYO,D:131-317,Q1AHV0,131-317,"TP=1,CL=1000001,CF=2000578,SF=3000918,FA=4007793",1.0,1000001.0,2000578.0,3000918.0,4007793.0,335.0
8026133.0,2ZJQ,5:52-122,Q9RST0,52-122,8038512.0,2ZJQ,5:52-122,Q9RST0,52-122,"TP=1,CL=1000003,CF=2000594,SF=3000936,FA=4001156",1.0,1000003.0,2000594.0,3000936.0,4001156.0,71.0
8071405.0,3IYS,F:8-342,P13891,8-342,8071406.0,3IYS,F:8-342,P13891,8-342,"TP=1,CL=1000001,CF=2000578,SF=3000939,FA=4003485",1.0,1000001.0,2000578.0,3000939.0,4003485.0,335.0
8021025.0,1XBP,G:1-71,Q9RSS7,1-71,8033405.0,1XBP,G:1-71,Q9RSS7,1-71,"TP=1,CL=1000003,CF=2000604,SF=3000950,FA=4001161",1.0,1000003.0,2000604.0,3000950.0,4001161.0,71.0
8081523.0,2FTC,M:1-110,Q3SZX5,67-176,8081524.0,2FTC,M:1-110,Q3SZX5,67-176,"TP=1,CL=1000003,CF=2000686,SF=3001078,FA=4001212",1.0,1000003.0,2000686.0,3001078.0,4001212.0,110.0
8089009.0,2FTC,J:11-126,Q3T0L3,11-127,8089010.0,2FTC,J:11-126,Q3T0L3,11-127,"TP=1,CL=1000003,CF=2000635,SF=3000995,FA=4003526",1.0,1000003.0,2000635.0,3000995.0,4003526.0,116.0
8082408.0,2FTC,H:1-148,Q3SYS1,1-148,8082409.0,2FTC,H:1-148,Q3SYS1,1-148,"TP=1,CL=1000002,CF=2000723,SF=3001134,FA=4003623",1.0,1000002.0,2000723.0,3001134.0,4003623.0,148.0
8075113.0,2AAR,7:1-113,Q9RT21,2-114,8075114.0,2AAR,7:1-113,Q9RT21,2-114,"TP=1,CL=1000003,CF=2000470,SF=3001141,FA=4001241",1.0,1000003.0,2000470.0,3001141.0,4001241.0,113.0
8080711.0,2FTC,D:97-271,Q32PI6,97-271,8080712.0,2FTC,D:97-271,Q32PI6,97-271,"TP=1,CL=1000002,CF=2000731,SF=3001146,FA=4003628",1.0,1000002.0,2000731.0,3001146.0,4003628.0,175.0
