FA-DOMID,FA-PDBID,FA-PDBREG,FA-UNIID,FA-UNIREG,SF-DOMID,SF-PDBID,SF-PDBREG,SF-UNIID,SF-UNIREG,SCOPCLA,TP,CL,CF,SF,FA,len,counts
8076697.0,3KTO,A:12-133,Q15U25,12-133,8076698.0,3KTO,A:12-133,Q15U25,12-133,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,118.0,151
8024166.0,2R25,B:1087-1214,P39928,1087-1214,8036545.0,2R25,B:1087-1214,P39928,1087-1214,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,128.0,151
8072863.0,4E7O,B:1-130,Q8DNC2,1-130,8072864.0,4E7O,B:1-130,Q8DNC2,1-130,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,130.0,151
8092321.0,4CBV,B:1-133,Q79CK7,1-133,8092322.0,4CBV,B:1-133,Q79CK7,1-133,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,130.0,151
8021931.0,1JBE,A:2-129,P0AE67,2-129,8034311.0,1JBE,A:2-129,P0AE67,2-129,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,126.0,151
8074346.0,5TQJ,A:5-128,B2JEF9,5-128,8074347.0,5TQJ,A:5-128,B2JEF9,5-128,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,124.0,151
8030845.0,1W25,A:141-293,B8GZM2,141-293,8043224.0,1W25,A:141-293,B8GZM2,141-293,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,153.0,151
8072793.0,3CU5,B:4-130,A9KIW7,2-128,8072794.0,3CU5,B:4-130,A9KIW7,2-128,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,127.0,151
8075480.0,2HQO,A:1-118,Q9ZM42,1-118,8075481.0,2HQO,A:1-118,Q9ZM42,1-118,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,118.0,151
8072841.0,3CZ5,A:4-144,Q1YEP2,2-142,8072842.0,3CZ5,A:4-125,Q1YEP2,2-123,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,141.0,151
8072823.0,6EKG,Y:3-123,Q6LYQ5,3-123,8072824.0,6EKG,Y:3-123,Q6LYQ5,3-123,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,121.0,151
8096203.0,6EBR,A:2-119,A0A0H2UQ68,2-119,8096204.0,6EBR,A:2-119,A0A0H2UQ68,2-119,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,118.0,151
8026410.0,1R8J,A:2-135,Q79PF6,2-135,8038789.0,1R8J,A:2-135,Q79PF6,2-135,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4002938",1.0,1000002.0,2000016.0,3001156.0,4002938.0,128.0,151
8072835.0,5E3J,A:6-125,D0C9D6,6-125,8072836.0,5E3J,A:6-125,D0C9D6,6-125,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,120.0,151
8072905.0,5DCL,A:4-120,X5JZS1,4-120,8072906.0,5DCL,A:4-120,X5JZS1,4-120,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,117.0,151
8072801.0,3TO5,A:5-128,Q6BBK8,5-128,8072802.0,3TO5,A:5-128,Q6BBK8,5-128,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,124.0,151
8072781.0,6ER7,A:2-118,O58193,2-118,8072782.0,6ER7,A:2-118,O58193,2-118,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,117.0,151
8072799.0,4JP1,A:6-128,A0A0H3AMJ9,6-128,8072800.0,4JP1,A:6-128,A0A0H3AMJ9,6-128,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,123.0,151
8101340.0,3ILH,A:5-136,A0A6N4SQL8,5-136,8101341.0,3ILH,A:5-136,A0A6N4SQL8,5-136,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,132.0,151
8017851.0,3T6K,A:2-123,A9WCL5,2-123,8057732.0,3T6K,A:2-123,A9WCL5,2-123,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,120.0,151
8094976.0,5WQ0,B:1-126,A0A1W2VN00,1-126,8094977.0,5WQ0,B:1-126,A0A1W2VN00,1-126,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,126.0,151
8031727.0,1C4K,A:1-107,P43099,2-108,8044105.0,1C4K,A:1-107,P43099,2-108,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003685",1.0,1000002.0,2000016.0,3001156.0,4003685.0,105.0,151
8072851.0,3KYI,B:2-134,Q8KLS1,2-134,8072852.0,3KYI,B:2-134,Q8KLS1,2-134,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,103.0,151
8076230.0,5JYU,A:613-729,Q8DKG0,613-729,8076231.0,5JYU,A:613-729,Q8DKG0,613-729,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,117.0,151
8025680.0,1P6Q,A:1-129,Q52884,1-129,8038059.0,1P6Q,A:1-129,Q52884,1-129,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,129.0,151
8072889.0,4ZYL,B:6-149,Q6N5G1,6-149,8072890.0,4ZYL,B:6-149,Q6N5G1,6-149,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,144.0,151
8072807.0,3KCN,A:6-139,Q7UJS6,6-139,8072808.0,3KCN,A:6-139,Q7UJS6,6-139,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,127.0,151
8072865.0,2QR3,A:2-125,Q64UD2,2-125,8072866.0,2QR3,A:2-125,Q64UD2,2-125,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,119.0,151
8023805.0,1K66,A:2-149,Q8RTM8,2-149,8036185.0,1K66,A:2-149,Q8RTM8,2-149,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,148.0,151
8072871.0,3GRC,B:546-668,Q121U0,546-668,8072872.0,3GRC,B:546-668,Q121U0,546-668,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,120.0,151
8072873.0,3H5I,A:4-128,Q3ADQ4,4-128,8072874.0,3H5I,A:4-128,Q3ADQ4,4-128,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,125.0,151
8072817.0,3CRN,A:2-122,Q2FNF5,2-122,8072818.0,3CRN,A:2-122,Q2FNF5,2-122,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,116.0,151
8081626.0,3M6M,D:462-581,P0C0F6,462-581,8081627.0,3M6M,D:462-581,P0C0F6,462-581,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,118.0,151
8072879.0,2N9U,A:142-266,Q2N856,142-266,8072880.0,2N9U,A:142-266,Q2N856,142-266,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,125.0,151
8072785.0,5UHT,B:1-121,Q9WYT9,1-121,8072786.0,5UHT,B:1-121,Q9WYT9,1-121,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,120.0,151
8072847.0,2ZAY,A:8-130,Q1JZD9,154-276,8072848.0,2ZAY,A:8-130,Q1JZD9,154-276,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,123.0,151
8072899.0,3F6C,A:2-117,P0ACZ4,2-117,8072900.0,3F6C,A:2-117,P0ACZ4,2-117,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,113.0,151
8096501.0,5IEJ,A:1-118,A0A1C7D1A8,1-118,8096502.0,5IEJ,A:1-118,A0A1C7D1A8,1-118,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,118.0,151
8031672.0,1QO0,D:2-190,P10932,2-190,8044050.0,1QO0,D:2-190,P10932,2-190,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003653",1.0,1000002.0,2000016.0,3001156.0,4003653.0,189.0,151
8030924.0,1M5T,A:2-124,Q9A5I4,7-129,8043303.0,1M5T,A:2-124,Q9A5I4,7-129,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,123.0,151
8072839.0,1ZIT,A:1-121,O66551,1-121,8072840.0,1ZIT,A:1-121,O66551,1-121,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,121.0,151
8025851.0,1KGS,A:2-123,Q9WYN0,2-123,8038230.0,1KGS,A:2-123,Q9WYN0,2-123,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,115.0,151
8072789.0,2ZWM,A:1-120,P37478,2-121,8072790.0,2ZWM,A:1-120,P37478,2-121,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,120.0,151
8031442.0,1MVO,A:1-121,P13792,1-121,8043820.0,1MVO,A:1-121,P13792,1-121,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,121.0,151
8017835.0,3FKQ,A:1-116,D0VX10,1-116,8017836.0,3FKQ,A:1-116,D0VX10,1-116,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003986",1.0,1000002.0,2000016.0,3001156.0,4003986.0,114.0,151
8072783.0,3NHZ,B:5-120,P9WGM7,5-120,8072784.0,3NHZ,B:5-120,P9WGM7,5-120,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,116.0,151
8075478.0,2PLN,A:1-114,O25684,1-114,8075479.0,2PLN,A:1-114,O25684,1-114,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,110.0,151
8074348.0,3LUA,A:2-125,A3DK02,2-125,8074349.0,3LUA,A:2-125,A3DK02,2-125,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,123.0,151
8017856.0,4LDA,A:2-121,Q9HW97,2-121,8057741.0,4LDA,A:2-121,Q9HW97,2-121,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003986",1.0,1000002.0,2000016.0,3001156.0,4003986.0,118.0,151
8072875.0,2QVG,A:7-135,Q5ZSR0,8-136,8072876.0,2QVG,A:7-135,Q5ZSR0,8-136,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,126.0,151
8103509.0,7CFW,A:513-635,Q9I3B1,513-635,8103510.0,7CFW,A:513-635,Q9I3B1,513-635,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,123.0,151
8072885.0,3GWG,A:1-123,P71403,1-123,8072886.0,3GWG,A:1-123,P71403,1-123,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,123.0,151
8098421.0,5DKF,B:2-129,P0AE68,2-129,8098422.0,5DKF,B:2-129,P0AE68,2-129,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,128.0,151
8024398.0,2A9P,A:2-118,Q9S1K0,2-118,8036777.0,2A9P,A:2-118,Q9S1K0,2-118,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,117.0,151
8074340.0,3KHT,A:14-145,Q2SI73,14-145,8074341.0,3KHT,A:14-145,Q2SI73,14-145,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,130.0,151
8017855.0,4N0P,A:124-249,Q9A495,124-249,8057740.0,4N0P,A:124-249,Q9A495,124-249,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003986",1.0,1000002.0,2000016.0,3001156.0,4003986.0,126.0,151
8072787.0,3CFY,A:2-128,Q87PN2,2-128,8072788.0,3CFY,A:2-128,Q87PN2,2-128,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,127.0,151
8072901.0,4XLT,A:1-129,C6VVW9,1-129,8072902.0,4XLT,A:1-129,C6VVW9,1-129,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,123.0,151
8072809.0,3JTE,A:4-128,A3DCZ0,2-126,8072810.0,3JTE,A:4-128,A3DCZ0,2-126,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,125.0,151
8017852.0,4DN6,A:1-122,Q2T2Y8,1-122,8057733.0,4DN6,A:1-122,Q2T2Y8,1-122,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003986",1.0,1000002.0,2000016.0,3001156.0,4003986.0,118.0,151
8025234.0,2B4A,A:2-119,Q9K8I2,2-119,8037613.0,2B4A,A:2-119,Q9K8I2,2-119,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,116.0,151
8022532.0,1YS6,B:7-127,P9WGM1,7-127,8034912.0,1YS6,B:7-127,P9WGM1,7-127,"TP=1,CL=1000002,CF=2000016,SF=3001156,FA=4003632",1.0,1000002.0,2000016.0,3001156.0,4003632.0,121.0,151
8084338.0,2KT2,A:1-69,P00392,1-69,8084339.0,2KT2,A:1-69,P00392,1-69,"TP=1,CL=1000003,CF=2000014,SF=3001159,FA=4001253",1.0,1000003.0,2000014.0,3001159.0,4001253.0,69.0,25
8025618.0,1OSD,A:1-72,1OSD_A,1-72,8037997.0,1OSD,A:1-72,1OSD_A,1-72,"TP=1,CL=1000003,CF=2000014,SF=3001159,FA=4001253",1.0,1000003.0,2000014.0,3001159.0,4001253.0,72.0,25
8061464.0,4Y2I,A:1-64,A0A140UHB4,2-65,8061465.0,4Y2I,A:1-64,A0A140UHB4,2-65,"TP=1,CL=1000003,CF=2000014,SF=3001159,FA=4001253",1.0,1000003.0,2000014.0,3001159.0,4001253.0,64.0,25
8025915.0,1P6T,A:73-147,O32220,72-146,8038294.0,1P6T,A:73-142,O32220,72-141,"TP=1,CL=1000003,CF=2000014,SF=3001159,FA=4001253",1.0,1000003.0,2000014.0,3001159.0,4001253.0,75.0,25
